,Ins AIA,,,,Date Paid,Amount,Payee - Select,Payment Note,Date Paid,Date Paid,Amount,,,,
$0.00 ,50%,$11.69 ,"2,841",$23.38 ,UNIT_14_BAT,FNH,Towel bar,1,$23.38 ,TBAR,11/25/24,,,,
$0.00 ,50%,$21.52 ,"2,842",$43.03 ,UNIT_14_BAT,FNH,Toilet paper holder,1,$39.31 ,TP,11/25/24,,,,
$0.00 ,100%,$78.95 ,"2,845",$78.95 ,UNIT_14_BAT2,WTR,Muck-out/Flood loss cleanup - Heavy,12.7,$78.95 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$8.57 ,"2,846",$8.57 ,UNIT_14_BAT2,WTR,Apply anti-microbial agent to the floor,12.7,$8.57 ,GRM,11/24/24,,,,
$0.00 ,100%,$27.26 ,"2,847",$27.26 ,UNIT_14_BAT2,WTR,Apply anti-microbial agent to part of the walls,40.33,$27.26 ,GRM,11/24/24,,,,
$0.00 ,100%,$53.81 ,"2,848",$53.81 ,UNIT_14_BAT2,CLN,Clean stud wall,40.33,$53.81 ,STD,11/24/24,,,,
$0.00 ,100%,"$1,010.53 ","2,849","$1,010.53 ",UNIT_14_BAT2,PLM,Bathtub,1,"$1,010.53 ",TUB,11/25/24,,,charge 200.00 to upgrade from tub to shower.,
$0.00 ,100%,$37.03 ,"2,850",$37.03 ,UNIT_14_BAT2,CLN,Clean tub,1,$37.03 ,TUB,11/25/24,,,,
$0.00 ,100%,$699.20 ,"2,851",$699.20 ,UNIT_14_BAT2,TIL,"1/2"" Cement board",80.67,$637.72 ,BCEM1/2,11/25/24,,,,
$0.00 ,100%,"$2,751.88 ","2,852","$2,751.88 ",UNIT_14_BAT2,TIL,Tile tub surround - 60 to 75 SF - High grade,1,"$2,440.18 ",TUB>+,11/25/24,,,,
$0.00 ,100%,$367.31 ,"2,853",$367.31 ,UNIT_14_BAT2,PLM,Tub/shower faucet - Detach & reset,1,$367.31 ,TSFAURS,11/25/24,,,,
$0.00 ,100%,$38.78 ,"2,854",$38.78 ,UNIT_14_BAT2,FNH,Soap dish - Wall mounted,1,$35.75 ,SDISH,11/25/24,,,,
$0.00 ,100%,$313.66 ,"2,856",$313.66 ,UNIT_14_WAL,WTR,Muck-out/Flood loss cleanup - Heavy,50.46,$313.66 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$34.14 ,"2,857",$34.14 ,UNIT_14_WAL,WTR,Apply anti-microbial agent to the floor,50.46,$34.14 ,GRM,11/24/24,,,,
$663.77 ,ACV,$165.94 ,"2,858",$829.71 ,UNIT_14_WAL,FCW,Engineered wood flooring,50.46,$761.94 ,LAMTD,11/25/24,,RO ,,
$173.78 ,ACV,$43.45 ,"2,859",$217.23 ,UNIT_14_WAL,FCW,Add for glued down wood flooring application over concrete,50.46,$217.23 ,GADDC,11/25/24,,,,
$0.00 ,100%,$77.54 ,"2,860",$77.54 ,UNIT_14_WAL,WTR,Apply anti-microbial agent to part of the walls,114.67,$77.54 ,GRM,11/24/24,,,,
$0.00 ,100%,$152.94 ,"2,861",$152.94 ,UNIT_14_WAL,CLN,Clean stud wall,114.67,$152.94 ,STD,11/24/24,,,,
$0.00 ,100%,$187.51 ,"2,862",$187.51 ,UNIT_14_WAL,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",28.67,$187.51 ,DRYN4,11/24/24,,,,
$0.00 ,100%,$631.53 ,"2,863",$631.53 ,UNIT_14_WAL,DRY,"1/2"" - drywall per LF - up to 4' tall",28.67,$552.59 ,LF>,11/24/24,,,,
$0.00 ,100%,$202.29 ,"2,864",$202.29 ,UNIT_14_WAL,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,143.33,$173.64 ,SP,11/24/24,,,,
$0.00 ,100%,$26.17 ,"2,865",$26.17 ,UNIT_14_WAL,PNT,Scrape part of the walls & prep for paint,28.67,$26.17 ,SCRP,11/24/24,,,,
$0.00 ,100%,$291.72 ,"2,866",$291.72 ,UNIT_14_WAL,DRY,Texture drywall - heavy hand texture,143.33,$255.25 ,TEX+,11/24/24,,,,
$0.00 ,100%,$311.50 ,"2,867",$311.50 ,UNIT_14_WAL,PNT,Paint the walls - one coat,229.33,$267.38 ,P,11/24/24,,,,
$0.00 ,100%,$42.88 ,"2,868",$42.88 ,UNIT_14_WAL,WTR,Tear out baseboard- up to Cat 3,28.67,$42.88 ,BASEB,11/24/24,,,,
$0.00 ,50%,$80.95 ,"2,869",$161.89 ,UNIT_14_WAL,FNC,"Baseboard - 3 1/4""",28.67,$144.35 ,B3,11/24/24,,,,
$0.00 ,100%,$60.31 ,"2,870",$60.31 ,UNIT_14_WAL,PNT,Paint baseboard - two coats,28.67,$51.77 ,B2,11/24/24,,,,
$0.00 ,50%,$238.94 ,"2,871",$477.87 ,UNIT_14_WAL,DOR,Pocket door unit - Colonist,1,$423.53 ,PKT,11/25/24,,,,
$0.00 ,100%,$111.59 ,"2,872",$111.59 ,UNIT_14_WAL,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"2,873",$92.83 ,UNIT_14_WAL,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,50%,$23.21 ,"2,874",$46.41 ,UNIT_14_WAL,FNH,Pocket door latch,1,$42.08 ,PKTL,11/25/24,,,,
$0.00 ,80%,"$1,007.73 ","2,875","$1,259.66 ",UNIT_14_WAL,FNC,Closet Organizer - Wire shelves,14,"$1,259.66 ",CLOSW,11/25/24,,,,
$0.00 ,100%,"$1,087.11 ","2,877","$1,087.11 ",UNIT_14_BEDR,WTR,Muck-out/Flood loss cleanup - Heavy,174.89,"$1,087.11 ",MUCK+,6/19/25,,,Install 1 ea smoke detector ,
$0.00 ,100%,$118.25 ,"2,878",$118.25 ,UNIT_14_BEDR,WTR,Apply anti-microbial agent to the floor,174.89,$118.25 ,GRM,11/24/24,,,Charge owner $1011.94 for CO from Greenlight Electric,
"$2,300.54 ",ACV,$575.14 ,"2,879","$2,875.68 ",UNIT_14_BEDR,FCW,Engineered wood flooring,174.89,"$2,640.77 ",LAMTD,11/25/24,,RO ,,
$602.36 ,ACV,$150.59 ,"2,880",$752.95 ,UNIT_14_BEDR,FCW,Add for glued down wood flooring application over concrete,174.89,$752.95 ,GADDC,11/25/24,,,,
$0.00 ,100%,$161.40 ,"2,881",$161.40 ,UNIT_14_BEDR,WTR,Apply anti-microbial agent to part of the walls,238.67,$161.40 ,GRM,11/24/24,,,,
$0.00 ,100%,$318.29 ,"2,882",$318.29 ,UNIT_14_BEDR,CLN,Clean stud wall,238.67,$318.29 ,STD,11/24/24,,,,
$0.00 ,100%,$390.24 ,"2,883",$390.24 ,UNIT_14_BEDR,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",59.67,$390.24 ,DRYN4,11/24/24,,,,
$0.00 ,100%,"$1,314.37 ","2,884","$1,314.37 ",UNIT_14_BEDR,DRY,"1/2"" - drywall per LF - up to 4' tall",59.67,"$1,150.08 ",LF>,11/24/24,,,,
$0.00 ,100%,$421.04 ,"2,885",$421.04 ,UNIT_14_BEDR,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,298.33,$361.39 ,SP,11/24/24,,,,
$0.00 ,100%,$54.47 ,"2,886",$54.47 ,UNIT_14_BEDR,PNT,Scrape part of the walls & prep for paint,59.67,$54.47 ,SCRP,11/24/24,,,,
$0.00 ,100%,$607.19 ,"2,887",$607.19 ,UNIT_14_BEDR,DRY,Texture drywall - heavy hand texture,298.33,$531.29 ,TEX+,11/24/24,,,,
$0.00 ,100%,$648.35 ,"2,888",$648.35 ,UNIT_14_BEDR,PNT,Paint the walls - one coat,477.33,$556.50 ,P,11/24/24,,,,
$0.00 ,100%,$89.23 ,"2,889",$89.23 ,UNIT_14_BEDR,WTR,Tear out baseboard- up to Cat 3,59.67,$89.23 ,BASEB,11/24/24,,,,
$0.00 ,100%,$336.95 ,"2,890",$336.95 ,UNIT_14_BEDR,FNC,"Baseboard - 3 1/4""",59.67,$300.45 ,B3,11/24/24,,,,
$0.00 ,100%,$125.50 ,"2,891",$125.50 ,UNIT_14_BEDR,PNT,Paint baseboard - two coats,59.67,$107.72 ,B2,11/24/24,,,,
$0.00 ,100%,$470.41 ,"2,892",$470.41 ,UNIT_14_BEDR,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,,,Charge owner the difference between interior door and pocket door. Extra $401.89 material and $100.00 framing labor,
$0.00 ,100%,$111.59 ,"2,893",$111.59 ,UNIT_14_BEDR,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"2,894",$92.83 ,UNIT_14_BEDR,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,100%,$78.48 ,"2,895",$78.48 ,UNIT_14_BEDR,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
"$3,054.34 ",ACV,$763.59 ,"2,896","$3,817.93 ",UNIT_14_BEDR,WDP,8-0 6-8 fiberglass sliding patio door,1,"$3,350.38 ",8F,11/25/24,,,,
$0.00 ,50%,$198.01 ,"2,897",$396.02 ,UNIT_14_BEDR,DOR,"Screen door - metal - 30"" - 36"" full scrn - Standard grade",2,$365.30 ,SCRNM-,11/25/24,,,,
$0.00 ,50%,$210.72 ,"2,898",$421.44 ,UNIT_14_BEDR,WDT,"Window blind - aluminum - 1"" - 42.1 to 56 SF - High grade",1,$371.07 ,BLA1X>+,11/25/24,,,,
$0.00 ,100%,$458.17 ,"4,031",$458.17 ,UNIT_14_BEDR,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,,,,
$0.00 ,100%,$313.20 ,"4,032",$313.20 ,UNIT_14_BEDR,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,,,,
$0.00 ,100%,"$1,902.28 ","2,901","$1,902.28 ",UNIT_14_LIV,WTR,Muck-out/Flood loss cleanup - Heavy,306.03,"$1,902.28 ",MUCK+,6/19/25,,,Install 1 ea smoke detector,
$0.00 ,100%,$206.95 ,"2,902",$206.95 ,UNIT_14_LIV,WTR,Apply anti-microbial agent to the floor,306.03,$206.95 ,GRM,11/24/24,,,306 sq ft for $500.06 for ceiling paint.,
$0.00 ,100%,"$1,553.78 ","2,903","$1,553.78 ",UNIT_14_LIV,TIL,Regrout tile,306.03,"$1,553.78 ",GROUT,11/25/24,,RO,,
$0.00 ,100%,$380.16 ,"2,904",$380.16 ,UNIT_14_LIV,FCS,Tile/stone sealer,306.03,$380.16 ,SEAL,11/25/24,,RO,,
$0.00 ,100%,$178.73 ,"2,905",$178.73 ,UNIT_14_LIV,WTR,Apply anti-microbial agent to part of the walls,264.33,$178.73 ,GRM,11/24/24,,,,
$0.00 ,100%,$352.54 ,"2,906",$352.54 ,UNIT_14_LIV,CLN,Clean stud wall,264.33,$352.54 ,STD,11/24/24,,,,
$0.00 ,100%,$432.16 ,"2,907",$432.16 ,UNIT_14_LIV,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",66.08,$432.16 ,DRYN4,11/24/24,,,,
$0.00 ,100%,"$1,455.56 ","2,908","$1,455.56 ",UNIT_14_LIV,DRY,"1/2"" - drywall per LF - up to 4' tall",66.08,"$1,273.62 ",LF>,11/24/24,,,,
$0.00 ,100%,$466.33 ,"2,909",$466.33 ,UNIT_14_LIV,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,330.42,$400.27 ,SP,11/24/24,,,,
$0.00 ,100%,$60.33 ,"2,910",$60.33 ,UNIT_14_LIV,PNT,Scrape part of the walls & prep for paint,66.08,$60.33 ,SCRP,11/24/24,,,,
$0.00 ,100%,$672.51 ,"2,911",$672.51 ,UNIT_14_LIV,DRY,Texture drywall - heavy hand texture,330.42,$588.44 ,TEX+,11/24/24,,,,
$0.00 ,100%,$718.08 ,"2,912",$718.08 ,UNIT_14_LIV,PNT,Paint the walls - one coat,528.67,$616.35 ,P,11/24/24,,,,
$0.00 ,100%,$98.82 ,"2,913",$98.82 ,UNIT_14_LIV,WTR,Tear out baseboard- up to Cat 3,66.08,$98.82 ,BASEB,11/24/24,,,,
$0.00 ,100%,$373.12 ,"2,914",$373.12 ,UNIT_14_LIV,FNC,"Baseboard - 3 1/4""",66.08,$332.70 ,B3,11/24/24,,,,
$0.00 ,100%,$138.97 ,"2,915",$138.97 ,UNIT_14_LIV,PNT,Paint baseboard - two coats,66.08,$119.28 ,B2,11/24/24,,,,
$0.00 ,100%,$130.00 ,"2,916",$130.00 ,UNIT_14_LIV,FNC,"Chair rail - 2 1/2""",23,$117.68 ,CHR,11/25/24,,,,
$0.00 ,100%,$32.83 ,"2,917",$32.83 ,UNIT_14_LIV,PNT,Paint chair rail - one coat,23,$28.18 ,CHR,11/25/24,,,,
"$3,054.34 ",ACV,$763.59 ,"2,919","$3,817.93 ",UNIT_14_LIV,WDP,8-0 6-8 fiberglass sliding patio door,1,"$3,350.38 ",8F,11/25/24,,,,
$0.00 ,100%,$396.02 ,"2,920",$396.02 ,UNIT_14_LIV,DOR,"Screen door - metal - 30"" - 36"" full scrn - Standard grade",2,$365.30 ,SCRNM-,11/25/24,,,,
$0.00 ,50%,$210.72 ,"2,921",$421.44 ,UNIT_14_LIV,WDT,"Window blind - aluminum - 1"" - 42.1 to 56 SF - High grade",1,$371.07 ,BLA1X>+,11/25/24,,,,
$0.00 ,50%,"$5,741.41 ","3,711","$11,482.81 ",UNIT_14_LIV,MSD,Mirror - framed - High grade,160,"$10,057.06 ",AVF+,1/15/25,,RO Did not do this work,,
$0.00 ,100%,$458.17 ,"4,033",$458.17 ,UNIT_14_LIV,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,,,,
$0.00 ,100%,$313.20 ,"4,034",$313.20 ,UNIT_14_LIV,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,,,,
$0.00 ,100%,$479.56 ,"2,924",$479.56 ,UNIT_14_KIT,WTR,Muck-out/Flood loss cleanup - Heavy,77.15,$479.56 ,MUCK+,6/19/25,,,Charge owner for installing pocket door.,Add 5 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$52.17 ,"2,925",$52.17 ,UNIT_14_KIT,WTR,Apply anti-microbial agent to the floor,77.15,$52.17 ,GRM,11/24/24,,,Charge owner for moving stove wire to new location. Greenlight $406.80,
$0.00 ,50%,$195.85 ,"2,926",$391.70 ,UNIT_14_KIT,TIL,Regrout tile,77.15,$391.70 ,GROUT,11/25/24,,RO,,
$0.00 ,50%,$47.91 ,"2,927",$95.82 ,UNIT_14_KIT,TIL,Tile/stone sealer,77.15,$95.82 ,SEALS,11/25/24,,RO,,
$0.00 ,100%,$85.34 ,"2,928",$85.34 ,UNIT_14_KIT,WTR,Apply anti-microbial agent to part of the walls,126.22,$85.34 ,GRM,11/24/24,,,,
$0.00 ,100%,$168.34 ,"2,929",$168.34 ,UNIT_14_KIT,CLN,Clean stud wall,126.22,$168.34 ,STD,11/24/24,,,,
$0.00 ,100%,$201.62 ,"2,930",$201.62 ,UNIT_14_KIT,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",30.83,$201.62 ,DRYN4,11/24/24,,,,
$0.00 ,100%,$679.09 ,"2,931",$679.09 ,UNIT_14_KIT,DRY,"1/2"" - drywall per LF - up to 4' tall",30.83,$594.20 ,LF>,11/24/24,,,,
"$2,880.61 ",ACV,$720.15 ,"2,936","$3,600.76 ",UNIT_14_KIT,CAB,Cabinetry - lower (base) units,10,"$3,224.70 ",LOW,11/25/24,,RO,,
$537.47 ,ACV,$134.37 ,"2,937",$671.84 ,UNIT_14_KIT,CAB,Countertop - flat laid plastic laminate,10,$617.07 ,CTFL,11/25/24,,,,
$95.98 ,ACV,$23.99 ,"2,938",$119.97 ,UNIT_14_KIT,CAB,Backsplash - plastic laminate,10,$110.39 ,BS,11/25/24,,,,
$173.37 ,ACV,$43.34 ,"2,939",$216.71 ,UNIT_14_KIT,TIL,Ceramic/porcelain tile,10,$196.97 ,AV,11/25/24,,,,
$81.71 ,ACV,$20.43 ,"2,940",$102.14 ,UNIT_14_KIT,TIL,"1/2"" foam backer board - wall - sealed with thinset",10,$92.84 ,BFB1/2T,11/25/24,,,,
$148.42 ,ACV,$37.10 ,"2,941",$185.52 ,UNIT_14_KIT,TIL,Add-on for tile backsplash installation,10,$185.52 ,CTTLB,11/25/24,,,,
$0.00 ,100%,$211.90 ,"2,942",$211.90 ,UNIT_14_KIT,PLM,Sink faucet - Kitchen,1,$211.90 ,FAU,11/25/24,,,,
$0.00 ,100%,$119.69 ,"2,943",$119.69 ,UNIT_14_KIT,PLM,P-trap assembly - ABS (plastic),1,$108.12 ,PTRAP,11/25/24,,,,
$0.00 ,100%,$43.40 ,"2,944",$43.40 ,UNIT_14_KIT,PLM,Water supply line,1,$38.95 ,SL1,11/25/24,,,,
$0.00 ,100%,$145.33 ,"2,945",$145.33 ,UNIT_14_KIT,PLM,Angle stop valve,2,$131.46 ,STOP,11/25/24,,,,
$0.00 ,80%,$769.14 ,"2,946",$961.43 ,UNIT_14_KIT,APP,Dishwasher,1,$877.54 ,DW,11/25/24,,,,
$0.00 ,80%,"$1,448.70 ","2,947","$1,810.88 ",UNIT_14_KIT,APP,Range - slide in - electric,1,"$1,648.07 ",RGS,11/25/24,,,,
$0.00 ,80%,"$1,848.08 ","2,948","$2,310.10 ",UNIT_14_KIT,APP,Refrigerator - side by side - 25 to 30 cf,1,"$2,104.27 ",RFS24,11/25/24,,,,
$0.00 ,80%,$346.91 ,"2,949",$433.64 ,UNIT_14_KIT,APP,Garbage disposal / disposer,1,$397.85 ,GD,11/25/24,,,,
$0.00 ,80%,"$1,130.42 ","3,716","$1,413.03 ",UNIT_14_KIT,WPR,Vinyl wallcovering - High grade,252.44,"$1,304.26 ",V+,1/15/25,,,,
$0.00 ,100%,$165.52 ,"2,953",$165.52 ,UINT_15_ENT2,WTR,Muck-out/Flood loss cleanup - Heavy,26.63,$165.52 ,MUCK+,6/19/25,,RO Owner completed.,Add new ceiling fan in living room. Owner cost.,
$0.00 ,100%,$18.00 ,"2,954",$18.00 ,UINT_15_ENT2,WTR,Apply anti-microbial agent to the floor,26.63,$18.00 ,GRM,11/24/24,,,CO from Greenlight to feed lights correctly $353.00,
$0.00 ,100%,$135.21 ,"2,955",$135.21 ,UINT_15_ENT2,TIL,Regrout tile,26.63,$135.21 ,GROUT,11/25/24,,,,
$0.00 ,100%,$33.09 ,"2,956",$33.09 ,UINT_15_ENT2,TIL,Tile/stone sealer,26.63,$33.09 ,SEALS,11/25/24,,,,
$0.00 ,100%,$41.25 ,"2,957",$41.25 ,UINT_15_ENT2,WTR,Apply anti-microbial agent to part of the walls,61,$41.25 ,GRM,11/24/24,,,,
$0.00 ,100%,$81.36 ,"2,958",$81.36 ,UINT_15_ENT2,CLN,Clean stud wall,61,$81.36 ,STD,11/24/24,,,,
$0.00 ,100%,$99.73 ,"2,959",$99.73 ,UINT_15_ENT2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",15.25,$99.73 ,DRYN4,11/24/24,,RO Owner completed.,,
$0.00 ,100%,$335.91 ,"2,960",$335.91 ,UINT_15_ENT2,DRY,"1/2"" - drywall per LF - up to 4' tall",15.25,$293.92 ,LF>,11/24/24,,,,
$0.00 ,100%,$107.62 ,"2,961",$107.62 ,UINT_15_ENT2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,76.25,$92.37 ,SP,11/24/24,,,,
$0.00 ,100%,$13.92 ,"2,962",$13.92 ,UINT_15_ENT2,PNT,Scrape part of the walls & prep for paint,15.25,$13.92 ,SCRP,11/24/24,,,,
$0.00 ,100%,$155.19 ,"2,963",$155.19 ,UINT_15_ENT2,DRY,Texture drywall - heavy hand texture,76.25,$135.79 ,TEX+,11/24/24,,,,
$0.00 ,100%,$165.71 ,"2,964",$165.71 ,UINT_15_ENT2,PNT,Paint the walls - one coat,122,$142.23 ,P,11/24/24,,,,
$0.00 ,100%,$22.83 ,"2,965",$22.83 ,UINT_15_ENT2,WTR,Tear out baseboard- up to Cat 3,15.25,$22.83 ,BASEB,11/24/24,,RO Owner completed.,,
$0.00 ,100%,$86.10 ,"2,966",$86.10 ,UINT_15_ENT2,FNC,"Baseboard - 3 1/4""",15.25,$76.77 ,B3,11/25/24,,,,
$0.00 ,100%,$32.07 ,"2,967",$32.07 ,UINT_15_ENT2,PNT,Paint baseboard - two coats,15.25,$27.53 ,B2,11/24/24,,,,
$0.00 ,100%,$39.79 ,"2,968",$39.79 ,UINT_15_ENT2,FNC,Base shoe,15.25,$35.95 ,SHOE,11/25/24,,,,
$0.00 ,100%,$17.75 ,"2,969",$17.75 ,UINT_15_ENT2,PNT,Seal & paint base shoe or quarter round,15.25,$15.23 ,SHOE,11/25/24,,,,
$0.00 ,100%,$266.98 ,"2,971",$266.98 ,UINT_15_ENT2,FNC,"Door opening (jamb & casing) - 32""to36""wide - paint grade",1,$234.96 ,DOP,11/25/24,,,,
$0.00 ,100%,$133.11 ,"2,972",$133.11 ,UINT_15_ENT2,PNT,Prime & paint door slab only - exterior (per side),2,$114.25 ,XDOR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"2,973",$92.83 ,UINT_15_ENT2,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,100%,$455.92 ,"2,975",$455.92 ,UINT_15_ENT2,DOR,Storm door assembly,1,$402.73 ,STRMD,11/25/24,,,,
$0.00 ,100%,$65.11 ,"2,976",$65.11 ,UINT_15_ENT2,PNT,Prime & paint/finish storm door assembly,1,$55.89 ,STRMD,11/25/24,,,,
$0.00 ,100%,$69.91 ,"3,722",$69.91 ,UINT_15_ENT2,FNH,Door peep hole,2,$65.09 ,PEEP,1/13/25,,,,
$0.00 ,100%,"$1,225.33 ","3,724","$1,225.33 ",UINT_15_ENT2,DOR,Exterior door - metal - insulated / wood - High grade,1,"$1,076.81 ",X+,1/13/25,,,,
$0.00 ,100%,$200.57 ,"3,725",$200.57 ,UINT_15_ENT2,FNH,Door lockset & deadbolt - exterior - High grade,1,$178.73 ,DBX+,11/22/24,,,,
$0.00 ,100%,$491.14 ,"3,726",$491.14 ,UINT_15_ENT2,DOR,Additional charge for a retrofit exterior door - difficult,1,$446.12 ,XRETR+,2/16/25,,,,
$0.00 ,100%,$58.97 ,"3,727",$58.97 ,UINT_15_ENT2,EQC,"Door numbers/letters - plastic or metal - up to 4""",2,$54.75 ,SNDN,11/22/24,,,,
$0.00 ,100%,$46.92 ,"3,728",$46.92 ,UINT_15_ENT2,ELE,Door bell/chime button (button only),1,$42.85 ,CBUTTON,11/22/24,,,,
$0.00 ,100%,$458.17 ,"4,035",$458.17 ,UINT_15_ENT2,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,,,,
$0.00 ,100%,$313.20 ,"4,036",$313.20 ,UINT_15_ENT2,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,,,,
$132.97 ,ACV,$33.24 ,"2,979",$166.21 ,UNIT_15_UTI,WTR,Muck-out/Flood loss cleanup - Heavy,26.74,$166.21 ,MUCK+,6/19/25,,RO Owner completed.,,
$0.00 ,100%,$18.08 ,"2,980",$18.08 ,UNIT_15_UTI,WTR,Apply anti-microbial agent to the floor,26.74,$18.08 ,GRM,11/24/24,,,,Add 1 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$135.78 ,"2,981",$135.78 ,UNIT_15_UTI,TIL,Regrout tile,26.74,$135.78 ,GROUT,11/25/24,,,,
$0.00 ,100%,$33.22 ,"2,982",$33.22 ,UNIT_15_UTI,TIL,Tile/stone sealer,26.74,$33.22 ,SEALS,11/25/24,,,,
$0.00 ,100%,$57.26 ,"2,983",$57.26 ,UNIT_15_UTI,WTR,Apply anti-microbial agent to part of the walls,84.67,$57.26 ,GRM,11/24/24,,,,
$0.00 ,100%,$112.92 ,"2,984",$112.92 ,UNIT_15_UTI,CLN,Clean stud wall,84.67,$112.92 ,STD,11/24/24,,,,
$0.00 ,100%,$138.46 ,"2,985",$138.46 ,UNIT_15_UTI,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",21.17,$138.46 ,DRYN4,11/24/24,,RO Owner completed.,,
$0.00 ,100%,$466.34 ,"2,986",$466.34 ,UNIT_15_UTI,DRY,"1/2"" - drywall per LF - up to 4' tall",21.17,$408.05 ,LF>,11/24/24,,,,
$0.00 ,100%,$149.36 ,"2,987",$149.36 ,UNIT_15_UTI,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,105.83,$128.20 ,SP,11/24/24,,,,
$0.00 ,100%,$19.32 ,"2,988",$19.32 ,UNIT_15_UTI,PNT,Scrape part of the walls & prep for paint,21.17,$19.32 ,SCRP,11/24/24,,,,
$0.00 ,100%,$215.39 ,"2,989",$215.39 ,UNIT_15_UTI,DRY,Texture drywall - heavy hand texture,105.83,$188.46 ,TEX+,11/24/24,,,,
$0.00 ,100%,$230.01 ,"2,990",$230.01 ,UNIT_15_UTI,PNT,Paint the walls - one coat,169.33,$197.43 ,P,11/24/24,,,,
$0.00 ,100%,$31.64 ,"2,991",$31.64 ,UNIT_15_UTI,WTR,Tear out baseboard- up to Cat 3,21.17,$31.64 ,BASEB,11/24/24,,RO Owner completed.,,
$0.00 ,100%,$119.54 ,"2,992",$119.54 ,UNIT_15_UTI,FNC,"Baseboard - 3 1/4""",21.17,$106.59 ,B3,11/25/24,,,,
$0.00 ,100%,$44.53 ,"2,993",$44.53 ,UNIT_15_UTI,PNT,Paint baseboard - two coats,21.17,$38.22 ,B2,11/24/24,,,,
$0.00 ,100%,"$1,744.69 ","2,999","$1,744.69 ",UNIT_15_UTI,PLM,Water heater - 30 gallon - Electric - 12 yr,1,"$1,593.91 ",WH30E++,11/26/24,,,,
$0.00 ,50%,"$1,106.64 ","3,733","$2,213.27 ",UNIT_15_UTI,HVC,Air handler - with heat element - 2 ton,1,"$2,021.22 ",AH2,1/13/25,,,,
$0.00 ,100%,$519.00 ,"3,735",$519.00 ,UNIT_15_UTI,PLM,Thermal expansion tank - 2 gallon,1,$463.69 ,TET2,1/15/25,,,,
$0.00 ,100%,$254.93 ,"3,736",$254.93 ,UNIT_15_UTI,DOR,Interior barn door - slab only,1,$232.88 ,IBS,1/15/25,,,,
$0.00 ,100%,$671.74 ,"3,737",$671.74 ,UNIT_15_UTI,FNH,"Interior barn door hardware kit - up to 96""",1,$613.14 ,IBH,1/15/25,,,,
$0.00 ,100%,$945.02 ,"3,001",$945.02 ,UNIT_15FRON,WTR,Muck-out/Flood loss cleanup - Heavy,152.03,$945.02 ,MUCK+,6/19/25,,RO Owner completed.,,
$0.00 ,100%,$102.79 ,"3,002",$102.79 ,UNIT_15FRON,WTR,Apply anti-microbial agent to the floor,152.03,$102.79 ,GRM,11/24/24,,,Install 1 ea smoke detector wired,
$0.00 ,100%,$771.90 ,"3,003",$771.90 ,UNIT_15FRON,TIL,Regrout tile,152.03,$771.90 ,GROUT,11/25/24,,,,
$0.00 ,100%,$188.86 ,"3,004",$188.86 ,UNIT_15FRON,TIL,Tile/stone sealer,152.03,$188.86 ,SEALS,11/25/24,,,,
$0.00 ,100%,$183.47 ,"3,005",$183.47 ,UNIT_15FRON,WTR,Apply anti-microbial agent to part of the walls,271.33,$183.47 ,GRM,11/24/24,,,,
