#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"13,261",,,"Mixing valve - brass - 3/4""",0,Average,1,205.2,0,205.2,,12.12,260.78,70,Percent,0,Yes,260.78,Yes,No,PLM,MV3/4,PAULGAGN,,11/13/22
"13,262",,,Nail plate,0,Average,1,3.44,0,3.44,,0.05,4.19,150,Percent,0,Yes,4.19,Yes,No,PLM,NAILP,PAULGAGN,,11/13/22
"13,263",,,Nail plate - Large,0,Average,1,5.35,0,5.35,,0.23,6.7,150,Percent,0,Yes,6.7,Yes,No,PLM,NAILP>,PAULGAGN,,11/13/22
"13,264",,,Plumbing (Paid Bill),0,Average,1,0,0,0,,0,0,0,Percent,0,Yes,0,Yes,No,PLM,PDB,PAULGAGN,,11/13/22
"13,265",,,Distribution manifold for PEX tubing,0,Average,1,437,0,437,,18.26,546.32,25,Percent,0,Yes,546.32,Yes,No,PLM,PEXMAN,PAULGAGN,,11/13/22
"13,266",,,Distribution manifold for PEX tubing - Large,0,Average,1,568.98,0,568.98,,26.23,714.25,25,Percent,0,Yes,714.25,Yes,No,PLM,PEXMAN>,PAULGAGN,,11/13/22
"13,267",,,"Foam pipe insulation - 1"" wall for 1"" to 1 1/2"" pipe",0,Average,1,7.24,0,7.24,,0.29,9.05,150,Percent,0,Yes,9.05,Yes,No,PLM,PF1,PAULGAGN,,11/13/22
"13,268",,,"Foam pipe insulation - 1/2"" wall for 1"" to 1 1/2"" pipe",0,Average,1,5.1,0,5.1,,0.14,6.28,150,Percent,0,Yes,6.28,Yes,No,PLM,PF1/2,PAULGAGN,,11/13/22
"13,269",,,"Foam pipe insulation - 1/2"" wall for 1/8"" to 3/4"" pipe",0,Average,1,4.27,0,4.27,,0.08,5.23,150,Percent,0,Yes,5.23,Yes,No,PLM,PF1/2<,PAULGAGN,,11/13/22
"13,270",,,"Foam pipe insulation - 1/2"" wall for 2"" to 3"" pipe",0,Average,1,6.51,0,6.51,,0.25,8.12,150,Percent,0,Yes,8.12,Yes,No,PLM,PF1/2>,PAULGAGN,,11/13/22
"13,271",,,"Foam pipe insulation - 1"" wall for 1/8"" to 3/4"" pipe",0,Average,1,5.92,0,5.92,,0.19,7.33,150,Percent,0,Yes,7.33,Yes,No,PLM,PF1<,PAULGAGN,,11/13/22
"13,272",,,"Foam pipe insulation - 1"" wall for 2"" to 3"" pipe",0,Average,1,9.73,0,9.73,,0.49,12.28,150,Percent,0,Yes,12.28,Yes,No,PLM,PF1>,PAULGAGN,,11/13/22
"13,273",,,"Foam pipe insulation - 3/4"" wall for 1"" to 1 1/2"" pipe",0,Average,1,6.5,0,6.5,,0.25,8.11,150,Percent,0,Yes,8.11,Yes,No,PLM,PF3/4,PAULGAGN,,11/13/22
"13,274",,,"Foam pipe insulation - 3/4"" wall for 1/8"" to 3/4"" pipe",0,Average,1,5.06,0,5.06,,0.13,6.23,150,Percent,0,Yes,6.23,Yes,No,PLM,PF3/4<,PAULGAGN,,11/13/22
"13,275",,,"Foam pipe insulation - 3/4"" wall for 2"" to 3"" pipe",0,Average,1,7.9,0,7.9,,0.35,9.91,150,Percent,0,Yes,9.91,Yes,No,PLM,PF3/4>,PAULGAGN,,11/13/22
"13,276",,,"Toilet/sink/drain plug - disposable - up to 4""",0,Average,1,3.61,0,3.61,,0.06,4.41,0,Percent,0,Yes,4.41,Yes,No,PLM,PLUG,PAULGAGN,,11/13/22
"13,277",,,"Plug for 1.5"" to 2.5"" pipe - material only",0,Average,1,4.79,0,4.79,,0.46,6.31,0,Percent,0,Yes,6.31,Yes,No,PLM,PLUGT2,PAULGAGN,,11/13/22
"13,278",,,"Plug for 3"" to 4"" pipe - material only",0,Average,1,8.15,0,8.15,,0.79,10.74,0,Percent,0,Yes,10.74,Yes,No,PLM,PLUGT4,PAULGAGN,,11/13/22
"13,279",,,"Plug for 6"" pipe - material only",0,Average,1,23.56,0,23.56,,2.28,31.02,0,Percent,0,Yes,31.02,Yes,No,PLM,PLUGT6,PAULGAGN,,11/13/22
"13,280",,,Pedestal sink,0,Average,1,544.92,0,544.92,,26.12,685.24,25,Percent,0,Yes,685.24,Yes,No,PLM,PSNK,PAULGAGN,,11/13/22
"13,281",,,Pedestal sink - Standard grade,0,Average,1,445.06,0,445.06,,16.44,553.8,25,Percent,0,Yes,553.8,Yes,No,PLM,PSNK-,PAULGAGN,,11/13/22
"13,282",,,Pedestal sink - High grade,0,Average,1,680.92,0,680.92,,39.31,864.27,25,Percent,0,Yes,864.27,Yes,No,PLM,PSNK+,PAULGAGN,,11/13/22
"13,283",,,Pedestal sink - Premium grade,0,Average,1,934.92,0,934.92,,63.93,1198.61,25,Percent,0,Yes,"1,198.61",Yes,No,PLM,PSNK++,PAULGAGN,,11/13/22
"13,284",,,Pedestal sink - Reset,0,Average,1,184.3,0,184.3,,0,221.16,0,Percent,0,Yes,221.16,Yes,No,PLM,PSNKR,PAULGAGN,,11/13/22
"13,285",,,Pedestal sink - Detach & reset,0,Average,1,307.04,0,307.04,,0,368.44,0,Percent,0,Yes,368.44,Yes,No,PLM,PSNKRS,PAULGAGN,,11/13/22
"13,286",,,Plumbing/gas line air pressure test,0,Average,1,185.85,0,185.85,,0,223.03,0,Percent,0,Yes,223.03,Yes,No,PLM,PT,PAULGAGN,,11/13/22
"13,287",,,P-trap assembly - ABS (plastic),0,Average,1,75.33,0,75.33,,0.67,91.2,25,Percent,0,Yes,91.2,Yes,No,PLM,PTRAP,PAULGAGN,,11/13/22
"13,288",,,P-trap assembly - Detach & reset,0,Average,1,64.74,0,64.74,,0,77.68,0,Percent,0,Yes,77.68,Yes,No,PLM,PTRAPRS,PAULGAGN,,11/13/22
"13,289",,,Well pump - 5 HP - 150' deep,0,Average,1,"5,319.09",0,"5,319.09",,362.62,6818.05,10,Percent,0,Yes,"6,818.05",Yes,No,PLM,PUMP,PAULGAGN,,11/13/22
"13,290",,,Well pump - 50 HP - 500' deep,0,Average,1,"22,745.54",0,"22,745.54",,"1,589.10",29201.56,10,Percent,0,Yes,"29,201.56",Yes,No,PLM,PUMP>,PAULGAGN,,11/13/22
"13,291",,,Booster pump - 10 hp,0,Average,1,"3,062.47",0,"3,062.47",,209,3925.77,10,Percent,0,Yes,"3,925.77",Yes,No,PLM,PUMPB,PAULGAGN,,11/13/22
"13,292",,,Vertical pump - manure,0,Average,1,"4,268.86",0,"4,268.86",,318.98,5505.4,10,Percent,0,Yes,"5,505.40",Yes,No,PLM,PUMPM,PAULGAGN,,11/13/22
"13,293",,,Circulation pump - 10 gpm,0,Average,1,"1,336.90",0,"1,336.90",,48.79,1662.83,10,Percent,0,Yes,"1,662.83",Yes,No,PLM,PUMPR,PAULGAGN,,11/13/22
"13,294",,,Pump - dental - vacuum,0,Average,1,"2,300.62",0,"2,300.62",,174.03,2969.57,10,Percent,0,Yes,"2,969.57",Yes,No,PLM,PUMPV,PAULGAGN,,11/13/22
"13,295",,,"Water supply line - PVC with fitting and hanger, 1""",0,Average,1,17.11,0,17.11,,0.09,20.66,65,Percent,0,Yes,20.66,Yes,No,PLM,PVC1,PAULGAGN,,11/13/22
"13,296",,,"Water supply line - PVC with fitting and hanger, 1-1/4""",0,Average,1,17.42,0,17.42,,0.12,21.06,65,Percent,0,Yes,21.06,Yes,No,PLM,PVC1.25,PAULGAGN,,11/13/22
"13,297",,,"Water supply line - PVC with fitting and hanger, 1-1/2""",0,Average,1,17.67,0,17.67,,0.14,21.37,65,Percent,0,Yes,21.37,Yes,No,PLM,PVC1.5,PAULGAGN,,11/13/22
"13,298",,,"Water supply line - PVC with fitting and hanger, 1/2""",0,Average,1,16.82,0,16.82,,0.06,20.28,65,Percent,0,Yes,20.28,Yes,No,PLM,PVC1/2,PAULGAGN,,11/13/22
"13,299",,,"Water supply line - PVC with fitting and hanger, 2""",0,Average,1,18.06,0,18.06,,0.18,21.9,65,Percent,0,Yes,21.9,Yes,No,PLM,PVC2,PAULGAGN,,11/13/22
"13,300",,,"Water supply line - PVC with fitting and hanger, 3/4""",0,Average,1,16.95,0,16.95,,0.07,20.44,65,Percent,0,Yes,20.44,Yes,No,PLM,PVC3/4,PAULGAGN,,11/13/22
"13,301",,,"Radiant heat tubing - in-slab - 1/2"" - 9"" spacing",0,Average,1,2.6,0,2.6,,0.1,3.24,65,Percent,0,Yes,3.24,Yes,No,PLM,RAD1/2,PAULGAGN,,11/13/22
"13,302",,,"Radiant heat tubing - in-slab - 1/2"" - 12"" spacing",0,Average,1,1.95,0,1.95,,0.07,2.44,65,Percent,0,Yes,2.44,Yes,No,PLM,RAD1/2>,PAULGAGN,,11/13/22
"13,303",,,"Radiant heat tubing - between joists - 1/2"" - 8"" spacing",0,Average,1,4.1,0,4.1,,0.14,5.08,65,Percent,0,Yes,5.08,Yes,No,PLM,RAD1/2J,PAULGAGN,,11/13/22
"13,304",,,Radiant heat manifold - 2 loop,0,Average,1,488.72,0,488.72,,19.09,609.37,65,Percent,0,Yes,609.37,Yes,No,PLM,RADM2,PAULGAGN,,11/13/22
"13,305",,,Radiant heat manifold - 4 loop,0,Average,1,688.11,0,688.11,,32.92,865.23,65,Percent,0,Yes,865.23,Yes,No,PLM,RADM4,PAULGAGN,,11/13/22
"13,306",,,Radiant heat manifold - 6 loop,0,Average,1,796.51,0,796.51,,37.67,1001.02,65,Percent,0,Yes,"1,001.02",Yes,No,PLM,RADM6,PAULGAGN,,11/13/22
"13,307",,,Radiant heat manifold - 8 loop,0,Average,1,941.99,0,941.99,,46.16,1185.79,65,Percent,0,Yes,"1,185.79",Yes,No,PLM,RADM8,PAULGAGN,,11/13/22
"13,308",,,"Radiant heat tubing - wood track - 5/16"" tubing",0,Average,1,17.23,0,17.23,,0.7,21.51,65,Percent,0,Yes,21.51,Yes,No,PLM,RADTR,PAULGAGN,,11/13/22
"13,309",,,"Radiant heat tubing - 1"" - Per LF",0,Average,1,17,0,17,,0.21,20.67,65,Percent,0,Yes,20.67,Yes,No,PLM,RALF1,PAULGAGN,,11/13/22
"13,310",,,"Radiant heat tubing - 3/4"" - Per LF",0,Average,1,15.47,0,15.47,,0.13,18.72,65,Percent,0,Yes,18.72,Yes,No,PLM,RALF3/4,PAULGAGN,,11/13/22
"13,311",,,Hydronic zone controller - up to 3 zones,0,Average,1,743.58,0,743.58,,14.1,909.22,65,Percent,0,Yes,909.22,Yes,No,PLM,RAZC3,PAULGAGN,,11/13/22
"13,312",,,Hydronic zone controller - 4 to 5 zones,0,Average,1,901.05,0,901.05,,17.96,1102.83,65,Percent,0,Yes,"1,102.83",Yes,No,PLM,RAZC5,PAULGAGN,,11/13/22
"13,313",,,Hydronic zone controller - 6 zones,0,Average,1,"1,033.43",0,"1,033.43",,21.46,1265.87,65,Percent,0,Yes,"1,265.87",Yes,No,PLM,RAZC6,PAULGAGN,,11/13/22
"13,314",,,"Hydronic zone control valve - up to 3/4""",0,Average,1,248.5,0,248.5,,9.24,309.28,65,Percent,0,Yes,309.28,Yes,No,PLM,RAZV3/4,PAULGAGN,,11/13/22
"13,315",,,"Roof drain - cast iron - 2"" to 6"" outlet",0,Average,1,527.73,0,527.73,,26.83,665.46,90,Percent,0,Yes,665.46,Yes,No,PLM,RFD,PAULGAGN,,11/13/22
"13,316",,,"Roof drain - PVC/ABS - 2"" to 6"" outlet",0,Average,1,447.23,0,447.23,,19.03,559.5,90,Percent,0,Yes,559.5,Yes,No,PLM,RFD-,PAULGAGN,,11/13/22
"13,317",,,Roof drain system - (per SF roof),0,Average,1,0.51,0,0.51,,0.03,0.64,90,Percent,0,Yes,0.64,Yes,No,PLM,RFDR,PAULGAGN,,11/13/22
"13,318",,,Rough in plumbing - per fixture - w/PEX,0,Average,1,626.16,0,626.16,,8.84,762,80,Percent,0,Yes,762,Yes,No,PLM,RFIXP,PAULGAGN,,11/13/22
"13,319",,,Rough in plumbing - per fixture - w/PEX - Branch system,0,Average,1,587.09,0,587.09,,9.37,715.76,80,Percent,0,Yes,715.76,Yes,No,PLM,RFIXP-,PAULGAGN,,11/13/22
"13,320",,,Rough in plumbing - floor/laundry pan drain,0,Average,1,199.6,0,199.6,,5.09,245.63,80,Percent,0,Yes,245.63,Yes,No,PLM,RGHFD,PAULGAGN,,11/13/22
"13,321",,,Rough in plumbing - per fixture,0,Average,1,698.61,0,698.61,,12.87,853.78,80,Percent,0,Yes,853.78,Yes,No,PLM,RGHFIX,PAULGAGN,,11/13/22
"13,322",,,Reverse osmosis water treatment system - 30 gpd,0,Average,1,813.68,0,813.68,,36.84,1020.62,10,Percent,0,Yes,"1,020.62",Yes,No,PLM,RO,PAULGAGN,,11/13/22
"13,323",,,Reverse osmosis water treatment system - 15 gpd,0,Average,1,763.68,0,763.68,,31.99,954.81,10,Percent,0,Yes,954.81,Yes,No,PLM,RO<,PAULGAGN,,11/13/22
"13,324",,,Reverse osmosis water treatment system - 40 gpd,0,Average,1,908.68,0,908.68,,46.05,1145.69,10,Percent,0,Yes,"1,145.69",Yes,No,PLM,RO>,PAULGAGN,,11/13/22
"13,325",,,Reverse osmosis water treatment system - 50 gpd 10 gal tnk,0,Average,1,"1,013.68",0,"1,013.68",,56.23,1283.89,10,Percent,0,Yes,"1,283.89",Yes,No,PLM,RO>>,PAULGAGN,,11/13/22
"13,326",,,Reverse osmosis water treatment system - Detach & reset,0,Average,1,307.04,0,307.04,,0,368.44,0,Percent,0,Yes,368.44,Yes,No,PLM,RORS,PAULGAGN,,11/13/22
"13,327",,,Rough in plumbing - includes supply and waste lines,0,Average,0,0,0,4.17,,0,0,25,Percent,0,Yes,0,Yes,No,PLM,ROUGH,PAULGAGN,,11/13/22
"13,328",,,Rough-in plumbing - Commercial - 1-3 level,0,Average,1,8.65,0,8.65,,0.18,10.61,25,Percent,0,Yes,10.61,Yes,No,PLM,ROUGHC,PAULGAGN,,11/13/22
"13,329",,,Rough-in plumbing - Commercial - high rise,0,Average,1,9.73,0,9.73,,0.2,11.91,25,Percent,0,Yes,11.91,Yes,No,PLM,ROUGHC>,PAULGAGN,,11/13/22
"13,330",,,"Rough in plumbing - supply & waste lines, w/PEX - Branched",0,Average,0,0,0,3.4,,0,0,25,Percent,0,Yes,0,Yes,No,PLM,ROUGHP,PAULGAGN,,11/13/22
"13,331",,,Sewage filtration/septic tank - 1500 gl.,0,Average,1,"5,277.64",0,"5,277.64",,188.49,6559.37,25,Percent,0,Yes,"6,559.37",Yes,No,PLM,SEWF,PAULGAGN,,11/13/22
"13,332",,,Sewage filtration/septic tank - 1250 gl.,0,Average,1,"4,895.92",0,"4,895.92",,159.35,6066.35,25,Percent,0,Yes,"6,066.35",Yes,No,PLM,SEWF<,PAULGAGN,,11/13/22
"13,333",,,Sewage filtration/septic tank - 1000 gl.,0,Average,1,"4,315.59",0,"4,315.59",,128.61,5333.04,25,Percent,0,Yes,"5,333.04",Yes,No,PLM,SEWF<<,PAULGAGN,,11/13/22
"13,334",,,Sewage filtration/septic tank - 2000 gl.,0,Average,1,"6,579.61",0,"6,579.61",,277.12,8228.07,50,Percent,0,Yes,"8,228.07",Yes,No,PLM,SEWF>,PAULGAGN,,11/13/22
"13,335",,,Sewage filtration/septic tank - aerator pump,0,Average,1,470.08,0,470.08,,38.73,610.57,12,Percent,0,Yes,610.57,Yes,No,PLM,SEWFAP,PAULGAGN,,11/13/22
"13,336",,,Sewage filtration/septic tank - effluent pump,0,Average,1,485.21,0,485.21,,38.48,628.43,12,Percent,0,Yes,628.43,Yes,No,PLM,SEWFPUM,PAULGAGN,,11/13/22
"13,337",,,Service sink faucet,0,Average,1,392.73,0,392.73,,21.17,496.7,15,Percent,0,Yes,496.7,Yes,No,PLM,SFAU,PAULGAGN,,11/13/22
"13,338",,,"Water supply line - copper with fitting and hanger, 1""",0,Average,1,27.45,0,27.45,,0.78,33.87,50,Percent,0,Yes,33.87,Yes,No,PLM,SL1,PAULGAGN,,11/13/22
"13,339",,,"Water supply line - copper with fitting and hanger, 1/2""",0,Average,1,20.03,0,20.03,,0.3,24.41,50,Percent,0,Yes,24.41,Yes,No,PLM,SL1/2,PAULGAGN,,11/13/22
"13,340",,,"Water supply line - copper with fitting and hanger, 1-1/2""",0,Average,1,36.82,0,36.82,,1.36,45.82,50,Percent,0,Yes,45.82,Yes,No,PLM,SL1-1/2,PAULGAGN,,11/13/22
"13,341",,,"Water supply line - copper with fitting and hanger, 2""",0,Average,1,50.49,0,50.49,,2.18,63.21,50,Percent,0,Yes,63.21,Yes,No,PLM,SL2,PAULGAGN,,11/13/22
"13,342",,,"Water supply line - copper with fitting and hanger, 3""",0,Average,1,86.6,0,86.6,,5.09,110.03,50,Percent,0,Yes,110.03,Yes,No,PLM,SL3,PAULGAGN,,11/13/22
"13,343",,,"Water supply line - copper with fitting and hanger, 3/4""",0,Average,1,23.31,0,23.31,,0.5,28.57,50,Percent,0,Yes,28.57,Yes,No,PLM,SL3/4,PAULGAGN,,11/13/22
"13,344",,,"Water supply line - copper with fitting and hanger, 3/8""",0,Average,1,20.5,0,20.5,,0.35,25.05,50,Percent,0,Yes,25.05,Yes,No,PLM,SL3/8,PAULGAGN,,11/13/22
"13,345",,,Open and close slab for plumbing work,0,Average,1,"1,856.41",0,"1,856.41",,5.59,2234.4,0,Percent,0,Yes,"2,234.40",Yes,No,PLM,SLABOC,PAULGAGN,,11/13/22
"13,346",,,Tunneling under slab (Bid Item),0,Average,1,0,0,0,,0,0,0,Percent,0,Yes,0,Yes,No,PLM,SLABTU,PAULGAGN,,11/13/22
"13,347",,,Tunneling under slab - per LF,0,Average,1,331.25,0,331.25,,0,397.51,0,Percent,0,Yes,397.51,Yes,No,PLM,SLABTUN,PAULGAGN,,11/13/22
"13,348",,,Water supply line - booster pump,0,Average,1,919.82,0,919.82,,55.42,1170.28,10,Percent,0,Yes,"1,170.28",Yes,No,PLM,SLBP,PAULGAGN,,11/13/22
"13,349",,,Sewer/drain line camera w/ operator,0,Average,1,250,0,250,,0,300,0,Percent,0,Yes,300,Yes,No,PLM,SLCAM,PAULGAGN,,11/13/22
"13,350",,,"Water supply line - PEX with fitting and hanger, 1/2""",0,Average,1,14.14,0,14.14,,0.08,17.08,80,Percent,0,Yes,17.08,Yes,No,PLM,SLPEX,PAULGAGN,,11/13/22
"13,351",,,"Water supply line - PEX with fitting and hanger, 3/8""",0,Average,1,14.08,0,14.08,,0.07,16.99,80,Percent,0,Yes,16.99,Yes,No,PLM,SLPEX<,PAULGAGN,,11/13/22
"13,352",,,"Water supply line - PEX with fitting and hanger, 3/4""",0,Average,1,15.27,0,15.27,,0.11,18.46,80,Percent,0,Yes,18.46,Yes,No,PLM,SLPEX>,PAULGAGN,,11/13/22
"13,353",,,"Water supply line - PEX with fitting and hanger, 1""",0,Average,1,16.85,0,16.85,,0.19,20.46,80,Percent,0,Yes,20.46,Yes,No,PLM,SLPEX>>,PAULGAGN,,11/13/22
"13,354",,,"Water pressure regulator valve - 1""",0,Average,1,171.55,0,171.55,,10.15,218.06,18,Percent,0,Yes,218.06,Yes,No,PLM,SLPV1,PAULGAGN,,11/13/22
"13,355",,,"Water pressure regulator valve - 1-1/4""",0,Average,1,268.57,0,268.57,,19.56,345.77,18,Percent,0,Yes,345.77,Yes,No,PLM,SLPV1>,PAULGAGN,,11/13/22
"13,356",,,"Water pressure regulator valve - 1-1/2""",0,Average,1,355.01,0,355.01,,27.94,459.53,18,Percent,0,Yes,459.53,Yes,No,PLM,SLPV1>>,PAULGAGN,,11/13/22
"13,357",,,"Water pressure regulator valve - 2""",0,Average,1,570.53,0,570.53,,48.83,743.22,18,Percent,0,Yes,743.22,Yes,No,PLM,SLPV2,PAULGAGN,,11/13/22
"13,358",,,"Water pressure regulator valve - 3/4""",0,Average,1,130.94,0,130.94,,6.21,164.59,18,Percent,0,Yes,164.59,Yes,No,PLM,SLPV3/4,PAULGAGN,,11/13/22
"13,359",,,"Water supply line type M - copper fitting & hanger, 1-1/4""",0,Average,1,31.13,0,31.13,,1.11,38.68,50,Percent,0,Yes,38.68,Yes,No,PLM,SM1-1/4,PAULGAGN,,11/13/22
"13,360",,,"Water supply line type M - copper fitting & hanger, 2-1/2""",0,Average,1,65.31,0,65.31,,3.23,82.24,50,Percent,0,Yes,82.24,Yes,No,PLM,SM2-1/2,PAULGAGN,,11/13/22
"13,361",,,"Water supply line type M - copper fitting & hanger, 3""",0,Average,1,79.82,0,79.82,,4.43,101.09,50,Percent,0,Yes,101.09,Yes,No,PLM,SM3,PAULGAGN,,11/13/22
"13,362",,,"Water supply line type M - copper fitting & hanger, 4""",0,Average,1,120.17,0,120.17,,7.66,153.39,50,Percent,0,Yes,153.39,Yes,No,PLM,SM4,PAULGAGN,,11/13/22
"13,363",,,Sink - single,0,Average,1,300.06,0,300.06,,15.35,378.51,50,Percent,0,Yes,378.51,Yes,No,PLM,SNK,PAULGAGN,,11/13/22
"13,364",,,Sink - single - Standard grade,0,Average,1,218.06,0,218.06,,7.4,270.56,50,Percent,0,Yes,270.56,Yes,No,PLM,SNK-,PAULGAGN,,11/13/22
"13,365",,,Sink - single - High grade,0,Average,1,458.06,0,458.06,,30.67,586.49,50,Percent,0,Yes,586.49,Yes,No,PLM,SNK+,PAULGAGN,,11/13/22
"13,366",,,Sink - single - Premium grade,0,Average,1,736.06,0,736.06,,57.62,952.42,50,Percent,0,Yes,952.42,Yes,No,PLM,SNK++,PAULGAGN,,11/13/22
"13,367",,,Sink - double basin,0,Average,1,421.26,0,421.26,,26.13,536.87,50,Percent,0,Yes,536.87,Yes,No,PLM,SNKD,PAULGAGN,,11/13/22
"13,368",,,Sink - double basin - Standard grade,0,Average,1,328.26,0,328.26,,17.12,414.46,50,Percent,0,Yes,414.46,Yes,No,PLM,SNKD-,PAULGAGN,,11/13/22
"13,369",,,Sink - double basin - High grade,0,Average,1,582.26,0,582.26,,41.74,748.8,50,Percent,0,Yes,748.8,Yes,No,PLM,SNKD+,PAULGAGN,,11/13/22
"13,370",,,Sink - double basin - Premium grade,0,Average,1,901.26,0,901.26,,72.67,1168.73,50,Percent,0,Yes,"1,168.73",Yes,No,PLM,SNKD++,PAULGAGN,,11/13/22
"13,371",,,Sink - double basin - Reset,0,Average,1,104.44,0,104.44,,0.06,125.4,0,Percent,0,Yes,125.4,Yes,No,PLM,SNKDBR,PAULGAGN,,11/13/22
"13,372",,,Sink drain assembly with stop,0,Average,1,44.79,0,44.79,,1.07,55.04,100,Percent,0,Yes,55.04,Yes,No,PLM,SNKDR,PAULGAGN,,11/13/22
"13,373",,,Sink drain assembly with stop - High grade,0,Average,1,71.76,0,71.76,,3.68,90.54,100,Percent,0,Yes,90.54,Yes,No,PLM,SNKDR+,PAULGAGN,,11/13/22
"13,374",,,Sink - double basin - Detach & reset,0,Average,1,173.74,0,173.74,,0.06,208.56,0,Percent,0,Yes,208.56,Yes,No,PLM,SNKDRS,PAULGAGN,,11/13/22
"13,375",,,Kitchen Sink - single basin,0,Average,1,347.06,0,347.06,,19.91,440.37,50,Percent,0,Yes,440.37,Yes,No,PLM,SNKKS,PAULGAGN,,11/13/22
"13,376",,,Kitchen Sink - single basin - Standard grade,0,Average,1,254.06,0,254.06,,10.89,317.95,50,Percent,0,Yes,317.95,Yes,No,PLM,SNKKS-,PAULGAGN,,11/13/22
"13,377",,,Kitchen Sink - single basin - High grade,0,Average,1,497.06,0,497.06,,34.45,637.83,50,Percent,0,Yes,637.83,Yes,No,PLM,SNKKS+,PAULGAGN,,11/13/22
"13,378",,,Kitchen Sink - single basin - Premium grade,0,Average,1,833.06,0,833.06,,67.03,1080.11,50,Percent,0,Yes,"1,080.11",Yes,No,PLM,SNKKS++,PAULGAGN,,11/13/22
"13,379",,,Single basin sink - mobile home,0,Average,1,199.05,0,199.05,,5.56,245.55,50,Percent,0,Yes,245.55,Yes,No,PLM,SNKM,PAULGAGN,,11/13/22
"13,380",,,Sink - single - Reset,0,Average,1,97.6,0,97.6,,0.05,117.19,0,Percent,0,Yes,117.19,Yes,No,PLM,SNKR,PAULGAGN,,11/13/22
"13,381",,,Sink - single - Detach & reset,0,Average,1,162.46,0,162.46,,0.05,195.03,0,Percent,0,Yes,195.03,Yes,No,PLM,SNKRS,PAULGAGN,,11/13/22
"13,382",,,Sink strainer and drain assembly,0,Average,1,51.76,0,51.76,,1.74,64.2,100,Percent,0,Yes,64.2,Yes,No,PLM,SNKST,PAULGAGN,,11/13/22
"13,383",,,Sink strainer and drain assembly - High grade,0,Average,1,82.77,0,82.77,,4.75,105.04,100,Percent,0,Yes,105.04,Yes,No,PLM,SNKST+,PAULGAGN,,11/13/22
"13,384",,,"Sink strainer and drain assembly - 2""",0,Average,1,41.56,0,41.56,,0.76,50.8,100,Percent,0,Yes,50.8,Yes,No,PLM,SNKST<,PAULGAGN,,11/13/22
"13,385",,,Sink - trough style - Commercial,0,Average,1,"2,012.48",0,"2,012.48",,150.27,2595.31,50,Percent,0,Yes,"2,595.31",Yes,No,PLM,SNKTR,PAULGAGN,,11/13/22
"13,386",,,Sink - undermount - Reset,0,Average,1,162.09,0,162.09,,0.15,194.7,0,Percent,0,Yes,194.7,Yes,No,PLM,SNKUR,PAULGAGN,,11/13/22
"13,387",,,Sink - undermount - Detach & reset,0,Average,1,269.09,0,269.09,,0.15,323.1,0,Percent,0,Yes,323.1,Yes,No,PLM,SNKURS,PAULGAGN,,11/13/22
"13,388",,,Sink - circular wash fountain - Commercial,0,Average,1,"4,637.15",0,"4,637.15",,383.67,6025,50,Percent,0,Yes,"6,025.00",Yes,No,PLM,SNKWF,PAULGAGN,,11/13/22
"13,389",,,Sink - wall mounted,0,Average,1,392.26,0,392.26,,9.77,482.45,25,Percent,0,Yes,482.45,Yes,No,PLM,SNKWM,PAULGAGN,,11/13/22
"13,390",,,Sink - wall mounted - High grade,0,Average,1,537.26,0,537.26,,23.83,673.31,25,Percent,0,Yes,673.31,Yes,No,PLM,SNKWM+,PAULGAGN,,11/13/22
"13,391",,,Sink - wall mounted - Premium grade,0,Average,1,709.26,0,709.26,,40.5,899.72,25,Percent,0,Yes,899.72,Yes,No,PLM,SNKWM++,PAULGAGN,,11/13/22
"13,392",,,Sink - wall mounted - Detach & reset,0,Average,1,265.59,0,265.59,,0.09,318.82,0,Percent,0,Yes,318.82,Yes,No,PLM,SNKWMRS,PAULGAGN,,11/13/22
"13,393",,,"Service sink - 24"" x 20"" - wall hung",0,Average,1,"1,219.55",0,"1,219.55",,71.74,1549.55,50,Percent,0,Yes,"1,549.55",Yes,No,PLM,SSNK,PAULGAGN,,11/13/22
"13,394",,,Service sink - corner - floor mounted,0,Average,1,"1,082.09",0,"1,082.09",,58.42,1368.61,50,Percent,0,Yes,"1,368.61",Yes,No,PLM,SSNK+,PAULGAGN,,11/13/22
"13,395",,,Angle stop valve,0,Average,1,43.01,0,43.01,,0.7,52.45,100,Percent,0,Yes,52.45,Yes,No,PLM,STOP,PAULGAGN,,11/13/22
"13,396",,,"Sump pump - 1/3 hp - up to 1 1/2"" discharge",0,Average,1,520.21,0,520.21,,19.84,648.07,7,Percent,0,Yes,648.07,Yes,No,PLM,SUMP,PAULGAGN,,11/13/22
"13,397",,,"Sump pump - 1/2 hp - up to 1 1/2"" discharge",0,Average,1,621.35,0,621.35,,29.65,781.22,7,Percent,0,Yes,781.22,Yes,No,PLM,SUMP>,PAULGAGN,,11/13/22
"13,398",,,"Sump pump - 3/4 hp - up to 1 1/2"" discharge",0,Average,1,716,0,716,,38.82,905.78,7,Percent,0,Yes,905.78,Yes,No,PLM,SUMP>>,PAULGAGN,,11/13/22
