#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"15,043",,,Siding - cedar shingle - fire resistant,0.00,Average,0.00,0.00,0.00,14.65,SF,,Remove and Replace,1.98,1.00,3.83,7.84,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,CSHR,PAULGAGN,,11/13/2022
"15,044",,,Siding - cedar shingle - fancy cut - fire resistant,0.00,Average,0.00,0.00,0.00,16.29,SF,,Remove and Replace,1.98,1.00,3.83,9.48,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,CSHR+,PAULGAGN,,11/13/2022
"15,045",,,Clothes dryer vent cover - Detach & reset,0.00,Average,1.00,45.25,0.00,45.25,EA,,Replace,12.28,5.91,27.06,0.00,0.00,0.00,SDGMN-A,0.00,54.31,0.00,Percent,0.00,Yes,54.31,Yes,No,SDG,DVNTCRS,PAULGAGN,,11/13/2022
"15,046",,,Light/outlet block - fiber cement,0.00,Average,1.00,38.26,0.00,38.26,EA,,Remove and Replace,6.71,3.44,11.98,16.13,0.00,0.00,SDGMN-A,1.29,47.47,150.00,Percent,0.00,Yes,47.47,Yes,No,SDG,FCB,PAULGAGN,,11/13/2022
"15,047",,,Siding - fiber cement - board & batten - sheet,0.00,Average,0.00,0.00,0.00,13.98,SF,,Remove and Replace,2.91,1.44,5.87,3.76,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,FCBABP,PAULGAGN,,11/13/2022
"15,048",,,"Fiber cement lap siding - 12""",0.00,Average,0.00,0.00,0.00,6.97,SF,,Remove and Replace,1.38,0.70,2.67,2.22,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,FCLP,PAULGAGN,,11/13/2022
"15,049",,,"Fiber cement lap siding - 8""",0.00,Average,0.00,0.00,0.00,7.40,SF,,Remove and Replace,1.44,0.72,2.80,2.44,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,FCLP<,PAULGAGN,,11/13/2022
"15,050",,,"Fiber cement lap siding - 6""",0.00,Average,0.00,0.00,0.00,7.94,SF,,Remove and Replace,1.54,0.77,3.01,2.62,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,FCLP<<,PAULGAGN,,11/13/2022
"15,051",,,Siding - fiber cement - shingle type panel,0.00,Average,0.00,0.00,0.00,11.74,SF,,Remove and Replace,1.73,0.87,3.44,5.70,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,FCSH,PAULGAGN,,11/13/2022
"15,052",,,Vertical siding - fiber cement board - sheet,0.00,Average,0.00,0.00,0.00,5.34,SF,,Remove and Replace,0.94,0.47,1.79,2.14,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,FCVERT,PAULGAGN,,11/13/2022
"15,053",,,Metal Z flashing / drip cap,0.00,Average,0.00,0.00,0.00,4.64,LF,,Remove and Replace,1.19,0.61,2.10,0.74,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,FLZ,PAULGAGN,,11/13/2022
"15,054",,,Siding - hardboard - sheet,0.00,Average,0.00,0.00,0.00,5.30,SF,,Remove and Replace,0.94,0.47,1.79,2.10,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,HB,PAULGAGN,,11/13/2022
"15,055",,,House wrap (air/moisture barrier),0.00,Average,0.00,0.00,0.00,0.56,SF,,Remove and Replace,0.11,0.06,0.20,0.19,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,HWRAP,PAULGAGN,,11/13/2022
"15,056",,,"Fanfold foam insulation board - 1/4""",0.00,Average,0.00,0.00,0.00,1.15,SF,,Remove and Replace,0.26,0.14,0.41,0.34,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,INS1/4,PAULGAGN,,11/13/2022
"15,057",,,Siding Installer - per hour,0.00,Average,0.00,0.00,0.00,139.05,HR,,Replace,37.73,18.17,83.15,0.00,0.00,0.00,SDGMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SDG,LAB,PAULGAGN,,11/13/2022
"15,058",,,Siding - General Laborer - per hour,0.00,Average,0.00,0.00,0.00,77.07,HR,,Replace,31.01,18.00,28.06,0.00,0.00,0.00,SDGMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SDG,LABL,PAULGAGN,,11/13/2022
"15,059",,,Siding - 2x log - Cedar,0.00,Average,0.00,0.00,0.00,12.54,SF,,Remove and Replace,1.69,0.85,3.31,6.69,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,LOGC,PAULGAGN,,11/13/2022
"15,060",,,Siding - 3x log - Cedar,0.00,Average,0.00,0.00,0.00,15.25,SF,,Remove and Replace,1.69,0.85,3.31,9.40,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,LOGC>,PAULGAGN,,11/13/2022
"15,061",,,Siding - 2x log - Pine,0.00,Average,0.00,0.00,0.00,10.34,SF,,Remove and Replace,1.69,0.85,3.31,4.49,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,LOGP,PAULGAGN,,11/13/2022
"15,062",,,Siding - 3x log - Pine,0.00,Average,0.00,0.00,0.00,13.25,SF,,Remove and Replace,1.69,0.85,3.31,7.40,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,LOGP>,PAULGAGN,,11/13/2022
"15,063",,,Low voltage box - Detach & reset,0.00,Average,1.00,50.57,0.00,50.57,EA,,Replace,13.72,6.61,30.24,0.00,0.00,0.00,SDGMN-A,0.00,60.69,0.00,Percent,0.00,Yes,60.69,Yes,No,SDG,LVBRS,PAULGAGN,,11/13/2022
"15,064",,,"Siding - hardboard - lap pattern - 8""",0.00,Average,0.00,0.00,0.00,7.19,SF,,Remove and Replace,1.42,0.72,2.76,2.29,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MLAP,PAULGAGN,,11/13/2022
"15,065",,,"Siding - hardboard - lap pattern - 6""",0.00,Average,0.00,0.00,0.00,7.46,SF,,Remove and Replace,1.50,0.75,2.92,2.29,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MLAP<,PAULGAGN,,11/13/2022
"15,066",,,"Siding - hardboard - lap pattern - 12""",0.00,Average,0.00,0.00,0.00,6.80,SF,,Remove and Replace,1.34,0.67,2.56,2.23,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MLAP>,PAULGAGN,,11/13/2022
"15,067",,,"Siding - hardboard - lap pattern - 8"" - prefinished",0.00,Average,0.00,0.00,0.00,8.62,SF,,Remove and Replace,1.42,0.72,2.76,3.72,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MLAPP,PAULGAGN,,11/13/2022
"15,068",,,"Siding - hardboard - lap pattern - 6"" - prefinished",0.00,Average,0.00,0.00,0.00,9.03,SF,,Remove and Replace,1.50,0.75,2.92,3.86,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MLAPP<,PAULGAGN,,11/13/2022
"15,069",,,Siding - Labor Minimum,0.00,Average,1.00,417.57,0.00,417.57,EA,,Replace,113.30,54.57,249.70,0.00,0.00,0.00,SDGMN-A,0.00,501.09,0.00,Percent,0.00,Yes,501.09,Yes,No,SDG,MN,PAULGAGN,,11/13/2022
"15,070",,,Siding - aluminum (.024 thickness),0.00,Average,0.00,0.00,0.00,10.72,SF,,Remove and Replace,1.49,0.75,2.86,5.62,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTL,PAULGAGN,,11/13/2022
"15,071",,,Siding - aluminum (.019 thickness) - Standard grade,0.00,Average,0.00,0.00,0.00,9.84,SF,,Remove and Replace,1.49,0.75,2.86,4.74,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTL-,PAULGAGN,,11/13/2022
"15,072",,,Siding - steel (29 gauge),0.00,Average,0.00,0.00,0.00,11.46,SF,,Remove and Replace,1.49,0.75,2.86,6.36,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTL+,PAULGAGN,,11/13/2022
"15,073",,,Siding - steel - Commercial - High grade,0.00,Average,0.00,0.00,0.00,12.57,SF,,Remove and Replace,1.49,0.75,2.86,7.47,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTL++,PAULGAGN,,11/13/2022
"15,074",,,Metal outside corner post,0.00,Average,0.00,0.00,0.00,11.24,LF,,Remove and Replace,2.23,1.16,3.78,4.07,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTLC,PAULGAGN,,11/13/2022
"15,075",,,Metal inside corner post,0.00,Average,0.00,0.00,0.00,9.00,LF,,Remove and Replace,2.23,1.16,3.78,1.83,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTLIC,PAULGAGN,,11/13/2022
"15,076",,,Metal J trim,0.00,Average,0.00,0.00,0.00,7.08,LF,,Remove and Replace,1.85,0.96,3.15,1.12,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTLJ,PAULGAGN,,11/13/2022
"15,077",,,Siding - aluminum panel - mobile home,0.00,Average,0.00,0.00,0.00,8.62,SF,,Remove and Replace,1.56,0.79,2.99,3.28,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTLM,PAULGAGN,,11/13/2022
"15,078",,,Siding - seamless aluminum (.020 thickness),0.00,Average,0.00,0.00,0.00,12.88,SF,,Remove and Replace,1.89,0.95,3.75,6.29,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTLS,PAULGAGN,,11/13/2022
"15,079",,,Siding - seamless steel (29 gauge),0.00,Average,0.00,0.00,0.00,13.34,SF,,Remove and Replace,1.89,0.95,3.75,6.75,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MTLS+,PAULGAGN,,11/13/2022
"15,080",,,Metal or Vinyl siding - Detach & reset,0.00,Average,0.00,0.00,0.00,3.41,SF,,Replace,0.92,0.44,2.02,0.03,0.00,0.00,SDGMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SDG,MVRS,PAULGAGN,,11/13/2022
"15,081",,,Siding - beveled - wood - per ind. material source,0.00,Average,0.00,0.00,0.00,5.83,SF,,Remove and Replace,1.66,0.83,3.28,0.06,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPBEV,PAULGAGN,,11/13/2022
"15,082",,,Siding - cedar shingle - per independent material source,0.00,Average,0.00,0.00,0.00,7.05,SF,,Remove and Replace,1.98,1.00,3.83,0.24,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPCSH,PAULGAGN,,11/13/2022
"15,083",,,"Fiber cement lap siding - 8"" - per ind. material source",0.00,Average,0.00,0.00,0.00,5.18,SF,,Remove and Replace,1.44,0.72,2.80,0.22,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPFC<,PAULGAGN,,11/13/2022
"15,084",,,"Fiber cement lap siding - 6"" - per ind. material source",0.00,Average,0.00,0.00,0.00,5.56,SF,,Remove and Replace,1.54,0.77,3.01,0.24,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPFC<<,PAULGAGN,,11/13/2022
"15,085",,,"Fiber cement lap siding - 12"" - per ind. material source",0.00,Average,0.00,0.00,0.00,4.95,SF,,Remove and Replace,1.38,0.70,2.67,0.20,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPFCLP,PAULGAGN,,11/13/2022
"15,086",,,Siding- fiber cement- shngl type panel- per ind mat source,0.00,Average,0.00,0.00,0.00,6.30,SF,,Remove and Replace,1.73,0.87,3.44,0.26,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPFCSH,PAULGAGN,,11/13/2022
"15,087",,,Vertical siding- fiber cement brd - sheet - ind mat source,0.00,Average,0.00,0.00,0.00,3.39,SF,,Remove and Replace,0.94,0.47,1.79,0.19,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPFCV,PAULGAGN,,11/13/2022
"15,088",,,Siding - hardboard - sheet - per ind. material source,0.00,Average,0.00,0.00,0.00,3.31,SF,,Remove and Replace,0.94,0.47,1.79,0.11,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPHB,PAULGAGN,,11/13/2022
"15,089",,,Siding - log - per independent material source,0.00,Average,0.00,0.00,0.00,5.96,SF,,Remove and Replace,1.69,0.85,3.31,0.11,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPLOG,PAULGAGN,,11/13/2022
"15,090",,,"Siding - hardboard lap - 8"" - per ind. material source",0.00,Average,0.00,0.00,0.00,4.99,SF,,Remove and Replace,1.42,0.72,2.76,0.09,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPMLAP,PAULGAGN,,11/13/2022
"15,091",,,"Siding - hardboard lap - 6"" - per ind. material source",0.00,Average,0.00,0.00,0.00,5.27,SF,,Remove and Replace,1.50,0.75,2.92,0.10,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPMLP<,PAULGAGN,,11/13/2022
"15,092",,,"Siding - hardboard lap -12"" - per ind. material source",0.00,Average,0.00,0.00,0.00,4.65,SF,,Remove and Replace,1.34,0.67,2.56,0.08,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPMLP>,PAULGAGN,,11/13/2022
"15,093",,,Siding - aluminum/steel - per independent material source,0.00,Average,0.00,0.00,0.00,5.11,SF,,Remove and Replace,1.49,0.75,2.86,0.01,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPMTL,PAULGAGN,,11/13/2022
"15,094",,,Siding - seamless aluminum/steel - per ind material source,0.00,Average,0.00,0.00,0.00,6.60,SF,,Remove and Replace,1.89,0.95,3.75,0.01,0.00,0.00,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPMTLS,PAULGAGN,,11/13/2022
"15,095",,,Metal wall panel - ribbed/corrugated - per ind mat source,0.00,Average,0.00,0.00,0.00,4.15,SF,,Remove and Replace,1.73,0.89,1.45,0.08,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPPNL,PAULGAGN,,11/13/2022
"15,096",,,Insulated metal panel - per independent material source,0.00,Average,0.00,0.00,0.00,12.23,SF,,Remove and Replace,3.60,1.82,6.81,0.00,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPPNLI,PAULGAGN,,11/13/2022
"15,097",,,Siding - shiplap - wood - per independent material source,0.00,Average,0.00,0.00,0.00,5.88,SF,,Remove and Replace,1.66,0.83,3.28,0.11,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPSHIP,PAULGAGN,,11/13/2022
"15,098",,,Siding - hardboard - simulated stucco - per ind mat source,0.00,Average,0.00,0.00,0.00,3.15,SF,,Remove and Replace,0.90,0.45,1.69,0.11,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPSTUC,PAULGAGN,,11/13/2022
"15,099",,,Siding - tongue & groove - wood - per ind. material source,0.00,Average,0.00,0.00,0.00,6.13,SF,,Remove and Replace,1.76,0.89,3.47,0.01,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPTG,PAULGAGN,,11/13/2022
"15,100",,,Siding - vinyl - per independent material source,0.00,Average,0.00,0.00,0.00,4.42,SF,,Remove and Replace,1.29,0.65,2.46,0.01,0.00,0.01,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPVIN,PAULGAGN,,11/13/2022
"15,101",,,Siding- vinyl- specialty grade/seamless-per ind mat source,0.00,Average,0.00,0.00,0.00,4.79,SF,,Remove and Replace,1.39,0.70,2.68,0.01,0.00,0.01,SDGMN-A,0.00,0,50.00,Percent,0.00,Yes,0.00,Yes,No,SDG,NSPVINS,PAULGAGN,,11/13/2022
"15,102",,,"Siding trim - 1"" x 10"" PVC trim board",0.00,Average,0.00,0.00,0.00,10.52,LF,,Remove and Replace,1.38,0.70,2.62,5.82,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P1X10,PAULGAGN,,11/13/2022
"15,103",,,"Siding trim - 1"" x 12"" PVC trim board",0.00,Average,0.00,0.00,0.00,12.66,LF,,Remove and Replace,1.46,0.74,2.81,7.65,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P1X12,PAULGAGN,,11/13/2022
"15,104",,,"Siding trim - 1"" x 4"" PVC trim board",0.00,Average,0.00,0.00,0.00,6.92,LF,,Remove and Replace,1.22,0.62,2.30,2.78,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P1X4,PAULGAGN,,11/13/2022
"15,105",,,"Siding trim - 1"" x 6"" PVC trim board",0.00,Average,0.00,0.00,0.00,8.39,LF,,Remove and Replace,1.25,0.63,2.37,4.14,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P1X6,PAULGAGN,,11/13/2022
"15,106",,,"Siding trim - 1"" x 8"" PVC trim board",0.00,Average,0.00,0.00,0.00,9.20,LF,,Remove and Replace,1.31,0.66,2.49,4.74,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P1X8,PAULGAGN,,11/13/2022
"15,107",,,"Siding trim - 5/4"" x 12"" PVC trim board",0.00,Average,0.00,0.00,0.00,13.87,LF,,Remove and Replace,1.46,0.74,2.81,8.86,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P5/4X12,PAULGAGN,,11/13/2022
"15,108",,,"Siding trim - 5/4"" x 4"" PVC trim board",0.00,Average,0.00,0.00,0.00,7.32,LF,,Remove and Replace,1.22,0.62,2.30,3.18,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P5/4X4,PAULGAGN,,11/13/2022
"15,109",,,"Siding trim - 5/4"" x 6"" PVC trim board",0.00,Average,0.00,0.00,0.00,9.04,LF,,Remove and Replace,1.25,0.63,2.37,4.79,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P5/4X6,PAULGAGN,,11/13/2022
"15,110",,,"Siding trim - 5/4"" x 8"" PVC trim board",0.00,Average,0.00,0.00,0.00,10.52,LF,,Remove and Replace,1.31,0.66,2.49,6.06,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,P5/4X8,PAULGAGN,,11/13/2022
"15,111",,,"Siding trim - 5/4"" x 4"" x 4"" PVC corner trim",0.00,Average,0.00,0.00,0.00,8.52,LF,,Remove and Replace,0.90,0.46,1.59,5.57,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,PC4,PAULGAGN,,11/13/2022
"15,112",,,"Siding trim - 5/4"" x 6"" x 6"" PVC corner trim",0.00,Average,0.00,0.00,0.00,12.44,LF,,Remove and Replace,0.91,0.47,1.62,9.44,0.00,0.00,SDGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,SDG,PC6,PAULGAGN,,11/13/2022
"15,113",,,Siding (Paid Bill),0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SDG,PDB,PAULGAGN,,11/13/2022
"15,114",,,Siding - plywood - fir face,0.00,Average,0.00,0.00,0.00,4.93,SF,,Remove and Replace,0.90,0.45,1.69,1.89,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,PLY,PAULGAGN,,11/13/2022
"15,115",,,Siding - plywood - cedar face,0.00,Average,0.00,0.00,0.00,5.11,SF,,Remove and Replace,0.90,0.45,1.69,2.07,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,PLYC,PAULGAGN,,11/13/2022
"15,116",,,Siding - plywood - redwood face,0.00,Average,0.00,0.00,0.00,5.54,SF,,Remove and Replace,0.90,0.45,1.69,2.50,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,PLYR,PAULGAGN,,11/13/2022
"15,117",,,"Rain screen system with 1"" x 3"" furring strips",0.00,Average,0.00,0.00,0.00,2.37,SF,,Remove and Replace,0.62,0.33,1.01,0.41,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,RAINSCN,PAULGAGN,,11/13/2022
"15,118",,,Wood siding - Detach & reset,0.00,Average,0.00,0.00,0.00,3.79,SF,,Replace,1.00,0.48,2.20,0.11,0.00,0.00,SDGMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SDG,SDRS,PAULGAGN,,11/13/2022
"15,119",,,Siding - shiplap - pine or equal,0.00,Average,0.00,0.00,0.00,9.99,SF,,Remove and Replace,1.66,0.83,3.28,4.22,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,SHIP,PAULGAGN,,11/13/2022
"15,120",,,Siding - shiplap - cedar,0.00,Average,0.00,0.00,0.00,12.01,SF,,Remove and Replace,1.66,0.83,3.28,6.24,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,SHIPC,PAULGAGN,,11/13/2022
"15,121",,,Siding - shiplap - redwood,0.00,Average,0.00,0.00,0.00,12.48,SF,,Remove and Replace,1.66,0.83,3.28,6.71,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,SHIPR,PAULGAGN,,11/13/2022
"15,122",,,Shutters - simulated wood (polystyrene),0.00,Average,1.00,186.97,0.00,186.97,EA,,Remove and Replace,35.64,17.58,72.91,60.84,0.00,0.00,SDGMN-A,4.87,230.22,30.00,Percent,0.00,Yes,230.22,Yes,No,SDG,SHTR,PAULGAGN,,11/13/2022
"15,123",,,Shutters - simulated wood (polystyrene) - Small,0.00,Average,1.00,159.02,0.00,159.02,EA,,Remove and Replace,33.95,16.77,69.18,39.12,0.00,0.00,SDGMN-A,3.13,194.59,30.00,Percent,0.00,Yes,194.59,Yes,No,SDG,SHTR<,PAULGAGN,,11/13/2022
"15,124",,,Shutters - simulated wood (polystyrene) - Large,0.00,Average,1.00,215.88,0.00,215.88,EA,,Remove and Replace,40.87,20.10,84.43,70.48,0.00,0.00,SDGMN-A,5.64,265.82,30.00,Percent,0.00,Yes,265.82,Yes,No,SDG,SHTR>,PAULGAGN,,11/13/2022
"15,125",,,Shutters - aluminum,0.00,Average,1.00,327.89,0.00,327.89,EA,,Remove and Replace,35.64,17.58,72.91,201.76,0.00,0.00,SDGMN-A,16.14,412.83,30.00,Percent,0.00,Yes,412.83,Yes,No,SDG,SHTRA,PAULGAGN,,11/13/2022
"15,126",,,Shutters - aluminum - Small,0.00,Average,1.00,250.12,0.00,250.12,EA,,Remove and Replace,33.95,16.77,69.18,130.22,0.00,0.00,SDGMN-A,10.42,312.66,30.00,Percent,0.00,Yes,312.66,Yes,No,SDG,SHTRA<,PAULGAGN,,11/13/2022
"15,127",,,Shutters - aluminum - Large,0.00,Average,1.00,495.40,0.00,495.40,EA,,Remove and Replace,40.87,20.10,84.43,350.00,0.00,0.00,SDGMN-A,28.00,628.08,30.00,Percent,0.00,Yes,628.08,Yes,No,SDG,SHTRA>,PAULGAGN,,11/13/2022
"15,128",,,Shutters - Detach & reset,0.00,Average,1.00,53.94,0.00,53.94,EA,,Replace,14.64,7.05,32.25,0.00,0.00,0.00,SDGMN-A,0.00,64.72,0.00,Percent,0.00,Yes,64.72,Yes,No,SDG,SHTRRS,PAULGAGN,,11/13/2022
"15,129",,,Shutters - wood - louvered or paneled,0.00,Average,1.00,328.42,0.00,328.42,EA,,Remove and Replace,35.64,17.58,72.91,202.29,0.00,0.00,SDGMN-A,16.18,413.54,20.00,Percent,0.00,Yes,413.54,Yes,No,SDG,SHTRW,PAULGAGN,,11/13/2022
"15,130",,,Shutters - wood - louvered or paneled - Small,0.00,Average,1.00,261.47,0.00,261.47,EA,,Remove and Replace,33.95,16.77,69.18,141.57,0.00,0.00,SDGMN-A,11.33,327.36,20.00,Percent,0.00,Yes,327.36,Yes,No,SDG,SHTRW<,PAULGAGN,,11/13/2022
"15,131",,,Shutters - wood - louvered or paneled - Large,0.00,Average,1.00,444.69,0.00,444.69,EA,,Remove and Replace,40.87,20.10,84.43,299.29,0.00,0.00,SDGMN-A,23.94,562.35,20.00,Percent,0.00,Yes,562.35,Yes,No,SDG,SHTRW>,PAULGAGN,,11/13/2022
"15,132",,,Shutters - wood - board & batten,0.00,Average,1.00,440.39,0.00,440.39,EA,,Remove and Replace,35.64,17.58,72.91,314.26,0.00,0.00,SDGMN-A,25.14,558.63,20.00,Percent,0.00,Yes,558.63,Yes,No,SDG,SHTRWB,PAULGAGN,,11/13/2022
"15,133",,,Shutters - wood - board & batten - Small,0.00,Average,1.00,331.57,0.00,331.57,EA,,Remove and Replace,33.95,16.77,69.18,211.67,0.00,0.00,SDGMN-A,16.93,418.2,20.00,Percent,0.00,Yes,418.20,Yes,No,SDG,SHTRWB<,PAULGAGN,,11/13/2022
"15,134",,,Shutters - wood - board & batten - Large,0.00,Average,1.00,490.77,0.00,490.77,EA,,Remove and Replace,40.87,20.10,84.43,345.37,0.00,0.00,SDGMN-A,27.63,622.08,20.00,Percent,0.00,Yes,622.08,Yes,No,SDG,SHTRWB>,PAULGAGN,,11/13/2022
